GENESIS-Tabelle: 14337-01-04-4
Landtagswahlen: Rheinland-Pfalz - Wahlberechtigte und;;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte;;;;;;;;;;;;
Landtagswahlen: Rheinland.Pfalz;;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
14.03.2021;072;  Trier, Statistische Region;394620;65,6;257764;70918;91285;22894;13281;6875;15097;37414
14.03.2021;07211;    Trier, kreisfreie Stadt;78387;61,3;47602;10212;15932;8199;2390;2239;2747;5883
14.03.2021;07231;    Bernkastel-Wittlich, Landkreis;85404;66,2;55759;17401;19013;3931;3198;1251;3627;7338
14.03.2021;07232;    Eifelkreis Bitburg-Prüm;71750;68,2;48268;12338;15333;2950;2124;825;2535;12163
14.03.2021;07233;    Vulkaneifel, Landkreis;47505;62,2;29159;9691;10111;1816;1869;740;1742;3190
14.03.2021;07235;    Trier-Saarburg, Landkreis;111574;69,9;76976;21276;30896;5998;3700;1820;4446;8840
14.03.2021;073;  Rheinhessen-Pfalz, Statistische Region;1503090;63,3;966395;244307;349837;98662;53620;24935;91896;103138
14.03.2021;07311;    Frankenthal (Pfalz), kreisfreie Stadt;32505;59,8;19215;6345;5953;1542;894;472;2290;1719
14.03.2021;07312;    Kaiserslautern, kreisfreie Stadt;69735;55,2;38025;8189;12869;4566;2105;1341;4111;4844
14.03.2021;07313;    Landau in der Pfalz, kreisfreie Stadt;35749;65,8;23301;4938;7894;3898;1344;918;1611;2698
14.03.2021;07314;    Ludwigshafen am Rhein, kreisfreie Stadt;100442;52,6;52126;11219;19765;4977;2881;1588;6539;5157
14.03.2021;07315;    Mainz, kreisfreie Stadt;147655;68,9;101045;21749;34506;18867;5463;3985;4492;11983
14.03.2021;07316;    Neustadt an der Weinstraße, kreisfreie Stadt;40355;66,2;26478;6693;9155;3076;1439;524;2361;3230
14.03.2021;07317;    Pirmasens, kreisfreie Stadt;30503;50,7;15164;4180;5119;775;906;436;2274;1474
14.03.2021;07318;    Speyer, kreisfreie Stadt;35759;61,9;21883;4802;7937;2996;1249;766;2079;2054
14.03.2021;07319;    Worms, kreisfreie Stadt;56971;56,8;31929;7842;11966;3150;1722;790;3542;2917
14.03.2021;07320;    Zweibrücken, kreisfreie Stadt;25658;53,6;13563;3725;4947;1079;679;444;1420;1269
14.03.2021;07331;    Alzey-Worms, Landkreis;97932;67,6;65348;15541;25289;5394;4141;1509;6766;6708
14.03.2021;07332;    Bad Dürkheim, Landkreis;104117;67,7;69769;18984;25494;6250;4011;1226;6571;7233
14.03.2021;07333;    Donnersbergkreis;58195;64,3;36959;8548;14150;2865;1982;919;4103;4392
14.03.2021;07334;    Germersheim, Landkreis;93546;64,4;59528;15726;20570;4691;3923;1142;7359;6117
14.03.2021;07335;    Kaiserslautern, Landkreis;80340;65,9;52279;14203;19500;3332;2154;1315;5652;6123
14.03.2021;07336;    Kusel, Landkreis;55753;64,3;35317;7577;14792;2279;1412;980;3936;4341
14.03.2021;07337;    Südliche Weinstraße, Landkreis;86588;70,6;60326;15912;22099;5771;3689;1279;5739;5837
14.03.2021;07338;    Rhein-Pfalz-Kreis;115612;70,0;80098;22512;27583;7689;4618;1584;8165;7947
14.03.2021;07339;    Mainz-Bingen, Landkreis;157601;71,0;110795;28578;42151;12729;6296;2439;7274;11328
14.03.2021;07340;    Südwestpfalz, Landkreis;78074;69,3;53247;17044;18098;2736;2712;1278;5612;5767
13.03.2016;07;Rheinland-Pfalz;3071972;70,4;2130621;677507;771848;113261;132294;59970;268628;107113
13.03.2016;071;  Koblenz, Statistische Region;1154516;69,0;785790;278034;277325;36361;49677;20946;89191;34256
13.03.2016;07111;    Koblenz, kreisfreie Stadt;84900;67,5;56701;18353;19881;4186;3941;2246;5336;2758
13.03.2016;07131;    Ahrweiler, Landkreis;100264;68,3;67657;27675;19752;4032;4689;1628;6911;2970
13.03.2016;07132;    Altenkirchen (Westerwald), Landkreis;100688;66,1;65636;23267;22113;2806;3980;1809;8910;2751
13.03.2016;07133;    Bad Kreuznach, Landkreis;120403;71,8;85326;28230;33152;3689;5092;2158;9704;3301
13.03.2016;07134;    Birkenfeld, Landkreis;65000;66,5;42521;13355;16673;1514;2604;1246;5430;1699
13.03.2016;07135;    Cochem-Zell, Landkreis;49138;71,1;34440;14996;10806;1208;2429;735;3255;1011
13.03.2016;07137;    Mayen-Koblenz, Landkreis;166249;68,8;112945;41843;39574;5088;6839;2808;12046;4747
13.03.2016;07138;    Neuwied, Landkreis;137667;66,7;90598;31303;32038;4362;5411;2482;11041;3961
13.03.2016;07140;    Rhein-Hunsrück-Kreis;80849;72,0;57403;20500;21237;2031;4065;1460;5955;2155
13.03.2016;07141;    Rhein-Lahn-Kreis;95786;69,9;66045;19611;26522;2864;3753;1627;7574;4094
13.03.2016;07143;    Westerwaldkreis;153572;70,3;106518;38901;35577;4581;6874;2747;13029;4809
13.03.2016;072;  Trier, Statistische Region;400388;70,3;277064;96860;100837;15503;16756;8382;26294;12432
13.03.2016;07211;    Trier, kreisfreie Stadt;80721;65,5;52222;14074;20075;5305;2926;2682;4977;2183
13.03.2016;07231;    Bernkastel-Wittlich, Landkreis;86902;71,0;60794;23010;20210;2532;4403;1601;6131;2907
13.03.2016;07232;    Eifelkreis Bitburg-Prüm;72631;70,1;50139;18448;18098;2568;3126;1075;4523;2301
13.03.2016;07233;    Vulkaneifel, Landkreis;48220;69,2;32770;13778;10171;1414;2206;899;3105;1197
13.03.2016;07235;    Trier-Saarburg, Landkreis;111914;73,6;81139;27550;32283;3684;4095;2125;7558;3844
13.03.2016;073;  Rheinhessen-Pfalz, Statistische Region;1517068;71,4;1067767;302613;393686;61397;65861;30642;153143;60425
13.03.2016;07311;    Frankenthal (Pfalz), kreisfreie Stadt;33854;66,1;22037;6851;6987;946;1248;712;4081;1212
13.03.2016;07312;    Kaiserslautern, kreisfreie Stadt;72695;61,6;44113;10149;16750;2814;2753;2109;6601;2937
13.03.2016;07313;    Landau in der Pfalz, kreisfreie Stadt;35327;68,5;23888;6014;9134;2316;1768;786;2686;1184
13.03.2016;07314;    Ludwigshafen am Rhein, kreisfreie Stadt;103001;63,3;64137;14419;23202;3533;3769;2181;12738;4295
13.03.2016;07315;    Mainz, kreisfreie Stadt;145368;73,5;105706;29135;41902;10810;6692;4290;8650;4227
13.03.2016;07316;    Neustadt an der Weinstraße, kreisfreie Stadt;41003;72,4;29319;8274;10195;1842;1987;675;4023;2323
13.03.2016;07317;    Pirmasens, kreisfreie Stadt;31693;59,6;18458;5890;6025;483;1098;784;2990;1188
13.03.2016;07318;    Speyer, kreisfreie Stadt;36397;68,8;24682;6198;8718;2027;1501;939;3780;1519
13.03.2016;07319;    Worms, kreisfreie Stadt;58897;64,8;37382;9765;13783;2156;2164;1121;6604;1789
13.03.2016;07320;    Zweibrücken, kreisfreie Stadt;26541;61,7;16065;4333;5470;777;1008;818;2565;1094
13.03.2016;07331;    Alzey-Worms, Landkreis;97013;73,8;70562;20371;27061;3382;4158;1708;10422;3460
13.03.2016;07332;    Bad Dürkheim, Landkreis;104304;74,5;76695;21765;28715;3820;5223;1499;10863;4810
13.03.2016;07333;    Donnersbergkreis;58225;70,3;40301;10314;15773;1874;2277;1189;6244;2630
13.03.2016;07334;    Germersheim, Landkreis;93721;72,3;66716;19090;22596;3107;4266;1555;12100;4002
13.03.2016;07335;    Kaiserslautern, Landkreis;81255;72,2;57545;16718;21590;2390;2789;1792;8494;3772
13.03.2016;07336;    Kusel, Landkreis;57530;71,1;40243;9127;17227;1701;1770;1358;6154;2906
13.03.2016;07337;    Südliche Weinstraße, Landkreis;87190;75,5;64807;19331;23750;3609;4712;1309;8770;3326
13.03.2016;07338;    Rhein-Pfalz-Kreis;116359;76,3;87569;26227;29349;4767;5599;1829;14305;5493
13.03.2016;07339;    Mainz-Bingen, Landkreis;157198;76,8;119364;37589;46610;7253;7790;2609;12788;4725
13.03.2016;07340;    Südwestpfalz, Landkreis;79497;74,7;58178;21053;18849;1790;3289;1379;8285;3533
27.03.2011;07;Rheinland-Pfalz;3088199;61,8;1868187;658474;666817;288489;79343;56054;-;119010
27.03.2011;071;  Koblenz, Statistische Region;1164449;60,7;692847;268385;239738;99533;31192;20341;-;33658
27.03.2011;07111;    Koblenz, kreisfreie Stadt;82456;58,1;47156;16712;14058;8863;2600;1616;-;3307
27.03.2011;07131;    Ahrweiler, Landkreis;100006;61,5;60435;27002;16099;10134;2879;1552;-;2769
27.03.2011;07132;    Altenkirchen (Westerwald), Landkreis;102523;57,6;57919;23181;19256;8356;2586;2056;-;2484
27.03.2011;07133;    Bad Kreuznach, Landkreis;121239;64,0;76019;27316;30222;10018;3288;2060;-;3115
27.03.2011;07134;    Birkenfeld, Landkreis;67800;55,7;37071;13999;14768;4077;1332;1583;-;1312
27.03.2011;07135;    Cochem-Zell, Landkreis;51611;64,8;32564;15427;9920;3470;1590;737;-;1420
27.03.2011;07137;    Mayen-Koblenz, Landkreis;166512;59,7;97677;40085;32937;13622;4068;2475;-;4490
27.03.2011;07138;    Neuwied, Landkreis;138475;59,7;81080;30253;28814;12374;3379;2206;-;4054
27.03.2011;07140;    Rhein-Hunsrück-Kreis;81173;64,4;51057;19423;17479;7201;3016;1422;-;2516
27.03.2011;07141;    Rhein-Lahn-Kreis;97934;62,0;59034;18475;24963;8332;2341;1748;-;3175
27.03.2011;07143;    Westerwaldkreis;154720;61,3;92835;36512;31222;13086;4113;2886;-;5016
27.03.2011;072;  Trier, Statistische Region;404487;61,4;242368;90730;76426;38670;10086;7203;-;19253
27.03.2011;07211;    Trier, kreisfreie Stadt;81445;56,3;45197;14051;14369;10964;1756;1575;-;2482
27.03.2011;07231;    Bernkastel-Wittlich, Landkreis;89212;61,9;53446;22217;16499;7184;2676;1359;-;3511
27.03.2011;07232;    Eifelkreis Bitburg-Prüm;73611;62,2;44488;16098;13096;5801;1836;1149;-;6508
27.03.2011;07233;    Vulkaneifel, Landkreis;49442;60,7;29294;12574;8592;3516;1360;875;-;2377
27.03.2011;07235;    Trier-Saarburg, Landkreis;110777;64,6;69943;25790;23870;11205;2458;2245;-;4375
27.03.2011;073;  Rheinhessen-Pfalz, Statistische Region;1519263;62,7;932972;299359;350653;150286;38065;28510;-;66099
27.03.2011;07311;    Frankenthal (Pfalz), kreisfreie Stadt;33912;57,8;19190;7517;6827;2389;601;709;-;1147
27.03.2011;07312;    Kaiserslautern, kreisfreie Stadt;73749;53,0;38298;10206;15139;6391;1670;1866;-;3026
27.03.2011;07313;    Landau in der Pfalz, kreisfreie Stadt;34037;60,1;20106;5782;7314;4441;813;600;-;1156
27.03.2011;07314;    Ludwigshafen am Rhein, kreisfreie Stadt;103632;54,5;55402;15876;22575;8118;1837;2428;-;4568
27.03.2011;07315;    Mainz, kreisfreie Stadt;142042;65,2;91393;27243;27443;23877;4656;2806;-;5368
27.03.2011;07316;    Neustadt an der Weinstraße, kreisfreie Stadt;41236;63,5;25667;9212;8351;4475;1055;563;-;2011
27.03.2011;07317;    Pirmasens, kreisfreie Stadt;32749;53,6;16777;5674;6981;1399;621;688;-;1414
27.03.2011;07318;    Speyer, kreisfreie Stadt;36641;58,0;20913;6394;7160;4396;680;720;-;1563
27.03.2011;07319;    Worms, kreisfreie Stadt;59749;56,5;32764;10403;13572;4887;1244;927;-;1731
27.03.2011;07320;    Zweibrücken, kreisfreie Stadt;27112;52,4;13892;3496;6103;1823;730;744;-;996
27.03.2011;07331;    Alzey-Worms, Landkreis;96823;64,9;61343;19442;24362;9260;2503;1520;-;4256
27.03.2011;07332;    Bad Dürkheim, Landkreis;104668;66,8;68483;22625;25180;10039;3072;1766;-;5801
27.03.2011;07333;    Donnersbergkreis;59355;62,2;36121;10279;15000;4943;1358;1281;-;3260
27.03.2011;07334;    Germersheim, Landkreis;93192;62,0;56640;19073;21731;7584;2144;1369;-;4739
27.03.2011;07335;    Kaiserslautern, Landkreis;82472;62,9;50695;16682;20691;5891;1718;1752;-;3961
27.03.2011;07336;    Kusel, Landkreis;59524;61,3;35596;8961;16475;4737;1048;1697;-;2678
27.03.2011;07337;    Südliche Weinstraße, Landkreis;86778;68,3;57889;19631;22242;8795;2412;1262;-;3547
27.03.2011;07338;    Rhein-Pfalz-Kreis;115264;67,5;76315;27016;27201;11786;2961;1834;-;5517
27.03.2011;07339;    Mainz-Bingen, Landkreis;155256;67,7;103386;34634;36571;20016;4527;2233;-;5405
27.03.2011;07340;    Südwestpfalz, Landkreis;81072;66,3;52102;19213;19735;5039;2415;1745;-;3955
26.03.2006;07;Rheinland-Pfalz;3075577;58,2;1753110;574329;799377;81411;140865;-;-;157128
26.03.2006;071;  Koblenz, Statistische Region;1167810;57,0;652927;233848;291207;25605;54609;-;-;47658
26.03.2006;07111;    Koblenz, kreisfreie Stadt;81360;53,8;43505;15081;18989;2516;3783;-;-;3136
26.03.2006;07131;    Ahrweiler, Landkreis;99385;58,1;56709;24441;21317;2302;4694;-;-;3955
26.03.2006;07132;    Altenkirchen (Westerwald), Landkreis;103230;53,4;53271;20194;22062;1948;5316;-;-;3751
26.03.2006;07133;    Bad Kreuznach, Landkreis;121311;58,7;69877;20248;34364;3194;6143;-;-;5928
26.03.2006;07134;    Birkenfeld, Landkreis;69969;53,6;36719;10847;18028;1232;3274;-;-;3338
26.03.2006;07135;    Cochem-Zell, Landkreis;52447;63,1;32188;14288;12237;867;2792;-;-;2004
26.03.2006;07137;    Mayen-Koblenz, Landkreis;165719;57,0;92808;35100;41305;3462;6901;-;-;6040
26.03.2006;07138;    Neuwied, Landkreis;138718;56,6;77071;28170;34833;2889;5654;-;-;5525
26.03.2006;07140;    Rhein-Hunsrück-Kreis;81883;61,2;49086;16778;22159;1929;4848;-;-;3372
26.03.2006;07141;    Rhein-Lahn-Kreis;99368;58,2;56681;16534;29774;2186;4057;-;-;4130
26.03.2006;07143;    Westerwaldkreis;154420;56,2;85012;32167;36139;3080;7147;-;-;6479
26.03.2006;072;  Trier, Statistische Region;399861;57,8;225565;82480;99665;10540;18292;-;-;14588
26.03.2006;07211;    Trier, kreisfreie Stadt;75875;51,3;38309;12682;17329;3244;2672;-;-;2382
26.03.2006;07231;    Bernkastel-Wittlich, Landkreis;89948;58,9;51697;19176;21489;2324;5303;-;-;3405
26.03.2006;07232;    Eifelkreis Bitburg-Prüm;74591;59,2;42944;16209;18883;1422;3976;-;-;2454
26.03.2006;07233;    Vulkaneifel, Landkreis;50066;59,4;29019;12287;11614;875;2336;-;-;1907
26.03.2006;07235;    Trier-Saarburg, Landkreis;109381;59,8;63596;22126;30350;2675;4005;-;-;4440
26.03.2006;073;  Rheinhessen-Pfalz, Statistische Region;1507906;59,3;874618;258001;408505;45266;67964;-;-;94882
26.03.2006;07311;    Frankenthal (Pfalz), kreisfreie Stadt;34037;56,4;18794;6718;8250;727;1257;-;-;1842
26.03.2006;07312;    Kaiserslautern, kreisfreie Stadt;71495;50,3;35301;9180;17114;1869;2656;-;-;4482
26.03.2006;07313;    Landau in der Pfalz, kreisfreie Stadt;32184;56,8;17940;4892;8461;1517;1345;-;-;1725
26.03.2006;07314;    Ludwigshafen am Rhein, kreisfreie Stadt;103476;52,3;53093;14917;25455;2517;3252;-;-;6952
26.03.2006;07315;    Mainz, kreisfreie Stadt;136794;60,6;81854;22978;37256;7502;7558;-;-;6560
26.03.2006;07316;    Neustadt an der Weinstraße, kreisfreie Stadt;41501;61,0;24804;8508;10668;1423;1862;-;-;2343
26.03.2006;07317;    Pirmasens, kreisfreie Stadt;34377;48,8;16213;4853;7178;428;1104;-;-;2650
26.03.2006;07318;    Speyer, kreisfreie Stadt;36469;54,6;19564;5711;8787;1533;1274;-;-;2259
26.03.2006;07319;    Worms, kreisfreie Stadt;59126;50,1;28829;8777;13521;1431;2238;-;-;2862
26.03.2006;07320;    Zweibrücken, kreisfreie Stadt;27741;48,5;13132;3261;6506;510;1067;-;-;1788
26.03.2006;07331;    Alzey-Worms, Landkreis;95610;60,4;56358;15735;27975;2468;4905;-;-;5275
26.03.2006;07332;    Bad Dürkheim, Landkreis;104895;63,9;65707;19457;30474;3186;5731;-;-;6859
26.03.2006;07333;    Donnersbergkreis;59963;59,4;34861;9098;17079;1553;2559;-;-;4572
26.03.2006;07334;    Germersheim, Landkreis;91505;59,0;52838;16811;24900;2092;3671;-;-;5364
26.03.2006;07335;    Kaiserslautern, Landkreis;83276;60,7;49279;14410;23127;1727;3107;-;-;6908
26.03.2006;07336;    Kusel, Landkreis;61368;59,6;35620;7635;19147;1262;2108;-;-;5468
26.03.2006;07337;    Südliche Weinstraße, Landkreis;86180;64,4;54062;16805;25097;3219;3972;-;-;4969
26.03.2006;07338;    Rhein-Pfalz-Kreis;114152;64,1;71755;23327;31863;3452;5474;-;-;7639
26.03.2006;07339;    Mainz-Bingen, Landkreis;151466;63,5;94481;28406;44440;5373;8920;-;-;7342
26.03.2006;07340;    Südwestpfalz, Landkreis;82291;63,1;50133;16522;21207;1477;3904;-;-;7023
25.03.2001;07;Rheinland-Pfalz;3025090;62,1;1833846;647238;820610;95567;143427;-;-;127004
25.03.2001;071;  Koblenz, Statistische Region;1150974;61,4;690969;258543;303254;31718;60847;-;-;36607
25.03.2001;07111;    Koblenz, kreisfreie Stadt;82170;59,6;48157;17097;20257;3070;4408;-;-;3325
25.03.2001;07131;    Ahrweiler, Landkreis;96802;58,7;55850;25448;19582;2779;5479;-;-;2562
25.03.2001;07132;    Altenkirchen (Westerwald), Landkreis;102041;60,5;60561;23878;25153;2499;6354;-;-;2677
25.03.2001;07133;    Bad Kreuznach, Landkreis;119696;63,7;74259;22819;36633;3940;6810;-;-;4057
25.03.2001;07134;    Birkenfeld, Landkreis;70750;56,9;39585;12170;19810;1525;4128;-;-;1952
25.03.2001;07135;    Cochem-Zell, Landkreis;51807;67,2;33859;16949;11762;1092;2519;-;-;1537
25.03.2001;07137;    Mayen-Koblenz, Landkreis;161546;62,2;98604;38203;43701;4309;7238;-;-;5153
25.03.2001;07138;    Neuwied, Landkreis;136478;59,2;79532;29054;35789;3622;6624;-;-;4443
25.03.2001;07140;    Rhein-Hunsrück-Kreis;80362;65,3;51528;19312;22222;2427;5331;-;-;2236
25.03.2001;07141;    Rhein-Lahn-Kreis;98972;62,1;59735;17746;30213;2748;4906;-;-;4122
25.03.2001;07143;    Westerwaldkreis;150350;61,3;89299;35867;38132;3707;7050;-;-;4543
25.03.2001;072;  Trier, Statistische Region;395417;61,9;237664;93946;99590;13074;17545;-;-;13509
25.03.2001;07211;    Trier, kreisfreie Stadt;75456;54,1;40202;14459;16988;4161;2888;-;-;1706
25.03.2001;07231;    Bernkastel-Wittlich, Landkreis;89224;62,4;54337;21216;21501;2658;5119;-;-;3843
25.03.2001;07232;    Eifelkreis Bitburg-Prüm;74133;63,6;45241;19296;18293;1763;3484;-;-;2405
25.03.2001;07233;    Vulkaneifel, Landkreis;49743;63,5;30890;13753;11982;1198;2336;-;-;1621
25.03.2001;07235;    Trier-Saarburg, Landkreis;106861;65,1;66994;25222;30826;3294;3718;-;-;3934
25.03.2001;073;  Rheinhessen-Pfalz, Statistische Region;1478699;62,8;905213;294749;417766;50775;65035;-;-;76888
25.03.2001;07311;    Frankenthal (Pfalz), kreisfreie Stadt;34137;61,8;20670;7950;9055;906;1315;-;-;1444
25.03.2001;07312;    Kaiserslautern, kreisfreie Stadt;73356;53,3;38364;12458;18168;2158;2660;-;-;2920
25.03.2001;07313;    Landau in der Pfalz, kreisfreie Stadt;30834;60,5;18235;5705;8461;1464;1268;-;-;1337
25.03.2001;07314;    Ludwigshafen am Rhein, kreisfreie Stadt;103796;57,3;58447;18851;28354;2924;3225;-;-;5093
25.03.2001;07315;    Mainz, kreisfreie Stadt;126935;62,9;78773;24234;34134;8260;7616;-;-;4529
25.03.2001;07316;    Neustadt an der Weinstraße, kreisfreie Stadt;41089;65,7;26505;10064;10568;1765;1912;-;-;2196
25.03.2001;07317;    Pirmasens, kreisfreie Stadt;35872;54,0;18823;6638;8875;579;1111;-;-;1620
25.03.2001;07318;    Speyer, kreisfreie Stadt;35674;59,4;20783;6958;9001;1584;1413;-;-;1827
25.03.2001;07319;    Worms, kreisfreie Stadt;58079;54,1;30658;10073;14514;1635;2455;-;-;1981
25.03.2001;07320;    Zweibrücken, kreisfreie Stadt;27956;54,5;14886;4357;7588;584;1042;-;-;1315
25.03.2001;07331;    Alzey-Worms, Landkreis;92264;63,4;56711;16041;27469;3024;5174;-;-;5003
25.03.2001;07332;    Bad Dürkheim, Landkreis;102932;65,9;66097;20510;30125;3411;5264;-;-;6787
25.03.2001;07333;    Donnersbergkreis;58777;62,9;35842;9293;18087;1650;2617;-;-;4195
25.03.2001;07334;    Germersheim, Landkreis;87968;64,3;54644;19790;25099;2307;2646;-;-;4802
25.03.2001;07335;    Kaiserslautern, Landkreis;83010;65,8;52591;17921;24702;1944;2395;-;-;5629
25.03.2001;07336;    Kusel, Landkreis;62007;62,7;37559;9029;20928;1596;2018;-;-;3988
25.03.2001;07337;    Südliche Weinstraße, Landkreis;83789;69,5;56796;19462;25382;3104;4050;-;-;4798
25.03.2001;07338;    Rhein-Pfalz-Kreis;111665;66,9;72621;25123;32556;3853;4905;-;-;6184
25.03.2001;07339;    Mainz-Bingen, Landkreis;146076;65,4;93932;30211;42384;6326;8564;-;-;6447
25.03.2001;07340;    Südwestpfalz, Landkreis;82483;66,4;52276;20081;22316;1701;3385;-;-;4793
24.03.1996;07;Rheinland-Pfalz;2987099;70,8;2063726;798166;821539;142665;184426;-;-;116930
24.03.1996;071;  Koblenz, Statistische Region;1129700;70,0;773237;320471;303153;48302;71156;-;-;30155
24.03.1996;07111;    Koblenz, kreisfreie Stadt;84150;66,8;55237;22732;20999;4187;5156;-;-;2163
24.03.1996;07131;    Ahrweiler, Landkreis;93789;69,2;63119;30725;18993;3945;6876;-;-;2580
24.03.1996;07132;    Altenkirchen (Westerwald), Landkreis;100060;69,8;68152;29133;27253;4008;5627;-;-;2131
24.03.1996;07133;    Bad Kreuznach, Landkreis;118431;70,5;81656;28937;34658;6062;8334;-;-;3665
24.03.1996;07134;    Birkenfeld, Landkreis;70807;65,2;45110;15055;19835;2383;5476;-;-;2361
24.03.1996;07135;    Cochem-Zell, Landkreis;51161;74,3;36934;19945;10752;1715;3426;-;-;1096
24.03.1996;07137;    Mayen-Koblenz, Landkreis;156723;70,8;108543;46828;43672;5936;8492;-;-;3615
24.03.1996;07138;    Neuwied, Landkreis;133381;69,4;90629;36839;37155;5879;7335;-;-;3421
24.03.1996;07140;    Rhein-Hunsrück-Kreis;78411;74,6;57036;24461;20513;3776;6071;-;-;2215
24.03.1996;07141;    Rhein-Lahn-Kreis;97709;70,5;67520;23466;30934;4339;5940;-;-;2841
24.03.1996;07143;    Westerwaldkreis;145078;70,1;99301;42350;38389;6072;8423;-;-;4067
24.03.1996;072;  Trier, Statistische Region;390303;70,4;267542;117622;96278;18235;24439;-;-;10968
24.03.1996;07211;    Trier, kreisfreie Stadt;76168;64,4;48209;18885;17976;5602;3689;-;-;2057
24.03.1996;07231;    Bernkastel-Wittlich, Landkreis;88269;71,2;61140;27067;20773;3757;7041;-;-;2502
24.03.1996;07232;    Eifelkreis Bitburg-Prüm;73746;70,9;50726;23468;17527;2571;4942;-;-;2218
24.03.1996;07233;    Vulkaneifel, Landkreis;48476;71,4;33679;17679;10329;1612;3034;-;-;1025
24.03.1996;07235;    Trier-Saarburg, Landkreis;103644;73,2;73788;30523;29673;4693;5733;-;-;3166
24.03.1996;073;  Rheinhessen-Pfalz, Statistische Region;1467096;71,5;1022947;360073;422108;76128;88831;-;-;75807
24.03.1996;07311;    Frankenthal (Pfalz), kreisfreie Stadt;34512;69,7;23484;8844;9434;1335;1863;-;-;2008
24.03.1996;07312;    Kaiserslautern, kreisfreie Stadt;75459;64,6;47664;16540;20068;3569;3769;-;-;3718
24.03.1996;07313;    Landau in der Pfalz, kreisfreie Stadt;29833;69,7;20337;6641;8666;1920;2005;-;-;1105
24.03.1996;07314;    Ludwigshafen am Rhein, kreisfreie Stadt;109929;67,0;72197;24706;30480;4629;4721;-;-;7661
24.03.1996;07315;    Mainz, kreisfreie Stadt;127765;70,4;88506;32415;31086;10282;9201;-;-;5522
24.03.1996;07316;    Neustadt an der Weinstraße, kreisfreie Stadt;41396;72,8;29511;12541;10136;2319;2569;-;-;1946
24.03.1996;07317;    Pirmasens, kreisfreie Stadt;38413;62,0;22940;8016;9808;1623;1519;-;-;1974
24.03.1996;07318;    Speyer, kreisfreie Stadt;35868;69,0;24140;8777;8986;2138;1943;-;-;2296
24.03.1996;07319;    Worms, kreisfreie Stadt;59122;65,0;37433;12787;15806;2888;2715;-;-;3237
24.03.1996;07320;    Zweibrücken, kreisfreie Stadt;28116;64,7;17729;5546;8381;957;1414;-;-;1431
24.03.1996;07331;    Alzey-Worms, Landkreis;86803;73,0;61924;18775;27367;4647;7416;-;-;3719
24.03.1996;07332;    Bad Dürkheim, Landkreis;100449;74,6;73013;25590;29867;5169;7507;-;-;4880
24.03.1996;07333;    Donnersbergkreis;57075;72,0;40044;11937;19304;2681;3521;-;-;2601
